종목명,종목코드,현재가,시가총액,매출성장률,순이익률,부채비율,PER,PBR,평가점수,종합평가,평가이유,성장성점수,수익성점수,안정성점수,투자지표점수
아모텍,052710,9500,138843535500,22.805139186295502,-8.63121185701831,138.47184986595173,-7.5871,0.8849,50,보통,매출 성장률이 22.81%로 우수함; 순이익률이 -8.63%로 개선 필요; 부채비율이 138.47%로 높음; PER이 -7.59로 저평가 가능성; PBR이 0.88로 적정 수준,20,0,0,30
아이톡시,052770,981,56859381954,-20.37037037037037,-97.67441860465115,94.54545454545455,-3.1589,4.3822,10,주의 필요,매출 성장률이 -20.37%로 저조함; 순이익률이 -97.67%로 개선 필요; 부채비율이 94.55%로 높음; PER이 -3.16로 저평가 가능성; PBR이 4.38로 고평가 가능성,0,0,0,10
액토즈소프트,052790,6410,72629389580,-10.961968680089486,9.296482412060302,55.35117056856187,22.6967,0.3007,10,주의 필요,매출 성장률이 -10.96%로 저조함; 순이익률이 9.30%로 개선 필요; 부채비율이 55.35%로 높음; PER이 22.70로 고평가 가능성; PBR이 0.30로 저평가 가능성,0,0,0,10
아이앤씨,052860,1889,33742931206,-63.60808709175739,-51.28205128205128,68.1967213114754,-3.5897,0.9968,30,주의 필요,매출 성장률이 -63.61%로 저조함; 순이익률이 -51.28%로 개선 필요; 부채비율이 68.20%로 높음; PER이 -3.59로 저평가 가능성; PBR이 1.00로 적정 수준,0,0,0,30
KX하이텍,052900,970,53454291490,-14.479638009049776,7.331821617535904,62.890625,5.6866,0.4326,30,주의 필요,매출 성장률이 -14.48%로 저조함; 순이익률이 7.33%로 개선 필요; 부채비율이 62.89%로 높음; PER이 5.69로 적정 수준; PBR이 0.43로 저평가 가능성,0,0,0,30
바이넥스,053030,17040,556938563520,-15.956072351421188,-27.056110684089163,53.85462555066079,-21.9267,3.0898,10,주의 필요,매출 성장률이 -15.96%로 저조함; 순이익률이 -27.06%로 개선 필요; 부채비율이 53.85%로 높음; PER이 -21.93로 저평가 가능성; PBR이 3.09로 고평가 가능성,0,0,0,10
지에스이,053050,2855,85614589435,-7.819905213270142,2.313624678663239,152.54237288135593,17.1229,0.8956,20,주의 필요,매출 성장률이 -7.82%로 저조함; 순이익률이 2.31%로 개선 필요; 부채비율이 152.54%로 높음; PER이 17.12로 고평가 가능성; PBR이 0.90로 적정 수준,0,0,0,20
세동,053060,1320,23307793080,0.7062978222483813,-0.701344243132671,209.4017094017094,-21.1889,0.6664,30,주의 필요,매출 성장률이 0.71%로 저조함; 순이익률이 -0.70%로 개선 필요; 부채비율이 209.40%로 높음; PER이 -21.19로 저평가 가능성; PBR이 0.67로 적정 수준,0,0,0,30
케이엔솔,053080,12410,161327604870,38.76377575467178,2.31353591160221,123.61484669176977,10.2756,0.8944,60,좋음,매출 성장률이 38.76%로 우수함; 순이익률이 2.31%로 개선 필요; 부채비율이 123.61%로 높음; PER이 10.28로 적정 수준; PBR이 0.89로 적정 수준,20,0,0,40
프리엠스,053160,8450,50700000000,-22.707423580786028,-8.47457627118644,9.764918625678119,-126.75,0.8875,50,보통,매출 성장률이 -22.71%로 저조함; 순이익률이 -8.47%로 개선 필요; 부채비율이 9.76%로 안정적임; PER이 -126.75로 저평가 가능성; PBR이 0.89로 적정 수준,0,0,20,30
스카이라이프,053210,4915,233575323825,-0.26326053042121683,-15.260533776517743,80.40235865417968,-1.4992,0.3602,20,주의 필요,매출 성장률이 -0.26%로 저조함; 순이익률이 -15.26%로 개선 필요; 부채비율이 80.40%로 높음; PER이 -1.50로 저평가 가능성; PBR이 0.36로 저평가 가능성,0,0,0,20
금강철강,053260,4430,82929600000,-10.78083407275954,3.431128791645947,27.674418604651162,12.3776,0.6465,40,보통,매출 성장률이 -10.78%로 저조함; 순이익률이 3.43%로 개선 필요; 부채비율이 27.67%로 높음; PER이 12.38로 적정 수준; PBR이 0.65로 적정 수준,0,0,0,40
구영테크,053270,2440,66881388200,5.595970900951315,4.822469528351881,194.63601532567048,3.7574,0.5299,30,주의 필요,매출 성장률이 5.60%로 저조함; 순이익률이 4.82%로 개선 필요; 부채비율이 194.64%로 높음; PER이 3.76로 저평가 가능성; PBR이 0.53로 적정 수준,0,0,0,30
예스24,053280,4200,105000000000,2.130573733069548,0.16390999850990912,140.2432283029298,14.0,0.5709,40,보통,매출 성장률이 2.13%로 저조함; 순이익률이 0.16%로 개선 필요; 부채비율이 140.24%로 높음; PER이 14.00로 적정 수준; PBR이 0.57로 적정 수준,0,0,0,40
NE능률,053290,2535,41894188245,-9.469696969696969,-6.97350069735007,22.66500622665006,-8.9137,0.5237,30,주의 필요,매출 성장률이 -9.47%로 저조함; 순이익률이 -6.97%로 개선 필요; 부채비율이 22.67%로 높음; PER이 -8.91로 저평가 가능성; PBR이 0.52로 적정 수준,0,0,0,30
한국정보인증,053300,7370,312792830570,32.21258134490238,10.172272354388843,74.54780361757106,26.7344,1.3393,50,보통,매출 성장률이 32.21%로 우수함; 순이익률이 10.17%로 양호함; 부채비율이 74.55%로 높음; PER이 26.73로 고평가 가능성; PBR이 1.34로 적정 수준,20,10,0,20
이니텍,053350,8950,177128698200,-14.87964989059081,5.912596401028278,6.5706570657065715,73.8036,1.5897,40,보통,매출 성장률이 -14.88%로 저조함; 순이익률이 5.91%로 개선 필요; 부채비율이 6.57%로 안정적임; PER이 73.80로 고평가 가능성; PBR이 1.59로 적정 수준,0,0,20,20
세코닉스,053450,5940,87869249820,-7.902070063694268,2.161227577263886,105.82241630276566,7.8455,0.6522,40,보통,매출 성장률이 -7.90%로 저조함; 순이익률이 2.16%로 개선 필요; 부채비율이 105.82%로 높음; PER이 7.85로 적정 수준; PBR이 0.65로 적정 수준,0,0,0,40
프로텍,053610,27500,302500000000,9.096732863549008,7.457428068115091,16.728624535315987,18.3333,0.9427,40,보통,매출 성장률이 9.10%로 저조함; 순이익률이 7.46%로 개선 필요; 부채비율이 16.73%로 안정적임; PER이 18.33로 고평가 가능성; PBR이 0.94로 적정 수준,0,0,20,20
태양,053620,6740,57964000000,-3.0573248407643314,5.45335085413929,19.717544812601847,6.3004,0.319,50,보통,매출 성장률이 -3.06%로 저조함; 순이익률이 5.45%로 개선 필요; 부채비율이 19.72%로 안정적임; PER이 6.30로 적정 수준; PBR이 0.32로 저평가 가능성,0,0,20,30
한미글로벌,053690,19250,210932837500,2.8820537660450474,5.390772128060264,106.8980667838313,9.3333,0.9499,40,보통,매출 성장률이 2.88%로 저조함; 순이익률이 5.39%로 개선 필요; 부채비율이 106.90%로 높음; PER이 9.33로 적정 수준; PBR이 0.95로 적정 수준,0,0,0,40
삼보모터스,053700,4385,100316478150,9.024017770373456,2.7887431554819817,216.99003670686943,1.9786,0.263,20,주의 필요,매출 성장률이 9.02%로 저조함; 순이익률이 2.79%로 개선 필요; 부채비율이 216.99%로 높음; PER이 1.98로 저평가 가능성; PBR이 0.26로 저평가 가능성,0,0,0,20
경남제약,053950,638,49858014404,2.5295109612141653,14.144736842105262,44.61805555555556,5.2482,0.4807,40,보통,매출 성장률이 2.53%로 저조함; 순이익률이 14.14%로 양호함; 부채비율이 44.62%로 높음; PER이 5.25로 적정 수준; PBR이 0.48로 저평가 가능성,0,10,0,30
오상자이엘,053980,3550,67388879650,13.165537270087125,5.474764756201882,30.931796349663788,9.3596,0.663,50,보통,매출 성장률이 13.17%로 양호함; 순이익률이 5.47%로 개선 필요; 부채비율이 30.93%로 높음; PER이 9.36로 적정 수준; PBR이 0.66로 적정 수준,10,0,0,40
한국컴퓨터,054040,4965,79793954850,13.263384449825127,3.2304038004750595,21.035169210351693,5.6591,0.5408,50,보통,매출 성장률이 13.26%로 양호함; 순이익률이 3.23%로 개선 필요; 부채비율이 21.04%로 높음; PER이 5.66로 적정 수준; PBR이 0.54로 적정 수준,10,0,0,40
농우바이오,054050,8450,135458240450,6.5537555228276885,7.532826537664132,26.399116347569958,11.1031,0.5022,40,보통,매출 성장률이 6.55%로 저조함; 순이익률이 7.53%로 개선 필요; 부채비율이 26.40%로 높음; PER이 11.10로 적정 수준; PBR이 0.50로 적정 수준,0,0,0,40
삼진엘앤디,054090,831,20741121792,-8.35978835978836,-12.528868360277137,211.4164904862579,-0.833,0.3908,20,주의 필요,매출 성장률이 -8.36%로 저조함; 순이익률이 -12.53%로 개선 필요; 부채비율이 211.42%로 높음; PER이 -0.83로 저평가 가능성; PBR이 0.39로 저평가 가능성,0,0,0,20
메디콕스,054180,153,12680377299,13.754646840148698,-69.93464052287581,55.343511450381676,-0.5925,0.237,30,주의 필요,매출 성장률이 13.75%로 양호함; 순이익률이 -69.93%로 개선 필요; 부채비율이 55.34%로 높음; PER이 -0.59로 저평가 가능성; PBR이 0.24로 저평가 가능성,10,0,0,20
이랜텍,054210,7390,186902041900,-25.98509052183174,0.07194244604316546,102.65734265734265,-934.5102,0.6978,30,주의 필요,매출 성장률이 -25.99%로 저조함; 순이익률이 0.07%로 개선 필요; 부채비율이 102.66%로 높음; PER이 -934.51로 저평가 가능성; PBR이 0.70로 적정 수준,0,0,0,30
비츠로시스,054220,357,21403249917,31.122448979591837,-40.07782101167315,191.47727272727272,-2.3781,1.4035,50,보통,매출 성장률이 31.12%로 우수함; 순이익률이 -40.08%로 개선 필요; 부채비율이 191.48%로 높음; PER이 -2.38로 저평가 가능성; PBR이 1.40로 적정 수준,20,0,0,30
팬스타엔터프라이즈,054300,734,84954547260,-8.972503617945007,5.723370429252783,76.5017667844523,22.9607,1.5446,20,주의 필요,매출 성장률이 -8.97%로 저조함; 순이익률이 5.72%로 개선 필요; 부채비율이 76.50%로 높음; PER이 22.96로 고평가 가능성; PBR이 1.54로 적정 수준,0,0,0,20
케이피티유,054410,3635,20815623940,-4.584527220630372,9.60960960960961,75.14231499051233,6.5049,0.4007,30,주의 필요,매출 성장률이 -4.58%로 저조함; 순이익률이 9.61%로 개선 필요; 부채비율이 75.14%로 높음; PER이 6.50로 적정 수준; PBR이 0.40로 저평가 가능성,0,0,0,30
텔레칩스,054450,13800,208990415400,-2.3547880690737837,-20.685959271168276,87.30788299454636,-5.8377,1.0037,30,주의 필요,매출 성장률이 -2.35%로 저조함; 순이익률이 -20.69%로 개선 필요; 부채비율이 87.31%로 높음; PER이 -5.84로 저평가 가능성; PBR이 1.00로 적정 수준,0,0,0,30
삼영엠텍,054540,5200,67600000000,23.301985370950888,5.084745762711865,56.19946091644204,9.2603,0.9283,60,좋음,매출 성장률이 23.30%로 우수함; 순이익률이 5.08%로 개선 필요; 부채비율이 56.20%로 높음; PER이 9.26로 적정 수준; PBR이 0.93로 적정 수준,20,0,0,40
APS,054620,4655,92607598755,129.26829268292684,-3.6170212765957444,83.07487815684537,-7.6535,0.3652,40,보통,매출 성장률이 129.27%로 우수함; 순이익률이 -3.62%로 개선 필요; 부채비율이 83.07%로 높음; PER이 -7.65로 저평가 가능성; PBR이 0.37로 저평가 가능성,20,0,0,20
에이디칩스,054630,1580,12594094680,-60.49382716049383,-157.8125,673.469387755102,-2.5188,1.2884,30,주의 필요,매출 성장률이 -60.49%로 저조함; 순이익률이 -157.81%로 개선 필요; 부채비율이 673.47%로 높음; PER이 -2.52로 저평가 가능성; PBR이 1.29로 적정 수준,0,0,0,30
대한뉴팜,054670,7350,105508662000,-0.9794319294809012,7.665677546983185,76.39553429027113,8.179,0.8478,40,보통,매출 성장률이 -0.98%로 저조함; 순이익률이 7.67%로 개선 필요; 부채비율이 76.40%로 높음; PER이 8.18로 적정 수준; PBR이 0.85로 적정 수준,0,0,0,40
키이스트,054780,4170,81514296810,45.76923076923077,-14.511873350923482,69.83372921615202,-7.914,1.7371,50,보통,매출 성장률이 45.77%로 우수함; 순이익률이 -14.51%로 개선 필요; 부채비율이 69.83%로 높음; PER이 -7.91로 저평가 가능성; PBR이 1.74로 적정 수준,20,0,0,30
아이디스홀딩스,054800,11750,121586133000,4.381512156024579,7.9856667519836195,37.423816221284575,1.8968,0.1433,20,주의 필요,매출 성장률이 4.38%로 저조함; 순이익률이 7.99%로 개선 필요; 부채비율이 37.42%로 높음; PER이 1.90로 저평가 가능성; PBR이 0.14로 저평가 가능성,0,0,0,20
한컴위드,054920,5030,141931917430,10.666666666666668,-1.0486390004462294,54.20827389443652,-70.966,0.9755,40,보통,매출 성장률이 10.67%로 양호함; 순이익률이 -1.05%로 개선 필요; 부채비율이 54.21%로 높음; PER이 -70.97로 저평가 가능성; PBR이 0.98로 적정 수준,10,0,0,30
유신,054930,22700,68100000000,-0.43975373790677225,7.243816254416961,98.0392156862745,2.6706,0.4911,20,주의 필요,매출 성장률이 -0.44%로 저조함; 순이익률이 7.24%로 개선 필요; 부채비율이 98.04%로 높음; PER이 2.67로 저평가 가능성; PBR이 0.49로 저평가 가능성,0,0,0,20
엑사이엔씨,054940,727,24117169396,16.523235800344235,3.79123584441162,102.389486260454,4.1581,0.303,30,주의 필요,매출 성장률이 16.52%로 양호함; 순이익률이 3.79%로 개선 필요; 부채비율이 102.39%로 높음; PER이 4.16로 저평가 가능성; PBR이 0.30로 저평가 가능성,10,0,0,20
제이브이엠,054950,25850,312523708200,1.464035646085296,18.06775407779172,40.78101828966881,11.0432,1.5798,50,보통,매출 성장률이 1.46%로 저조함; 순이익률이 18.07%로 양호함; 부채비율이 40.78%로 높음; PER이 11.04로 적정 수준; PBR이 1.58로 적정 수준,0,10,0,40
테이팩스,055490,15110,72069411500,-6.721536351165981,2.6470588235294117,22.833117723156533,34.3188,0.4709,10,주의 필요,매출 성장률이 -6.72%로 저조함; 순이익률이 2.65%로 개선 필요; 부채비율이 22.83%로 높음; PER이 34.32로 고평가 가능성; PBR이 0.47로 저평가 가능성,0,0,0,10
신한지주,055550,67200,32625259564800,,,1157.6532190884209,6.9015,0.5564,40,보통,매출 데이터 부족; 재무 데이터 부족; 부채비율이 1157.65%로 높음; PER이 6.90로 적정 수준; PBR이 0.56로 적정 수준,0,0,0,40
유진로봇,056080,10330,387500530160,34.715025906735754,-12.307692307692308,53.221288515406165,-79.0817,10.8848,30,주의 필요,매출 성장률이 34.72%로 우수함; 순이익률이 -12.31%로 개선 필요; 부채비율이 53.22%로 높음; PER이 -79.08로 저평가 가능성; PBR이 10.88로 고평가 가능성,20,0,0,10
시지메드텍,056090,1038,107182879368,-1.1428571428571428,-0.2890173410404624,23.502304147465438,76.5592,1.3658,20,주의 필요,매출 성장률이 -1.14%로 저조함; 순이익률이 -0.29%로 개선 필요; 부채비율이 23.50%로 높음; PER이 76.56로 고평가 가능성; PBR이 1.37로 적정 수준,0,0,0,20
에스에프에이,056190,24650,885150934000,9.94409804343152,-1.5693751833382223,62.874408828166054,-14.8765,0.5592,30,주의 필요,매출 성장률이 9.94%로 저조함; 순이익률이 -1.57%로 개선 필요; 부채비율이 62.87%로 높음; PER이 -14.88로 저평가 가능성; PBR이 0.56로 적정 수준,0,0,0,30
코위버,056360,5380,52706784000,-43.884892086330936,-8.76068376068376,19.273301737756714,-12.8553,0.4161,40,보통,매출 성장률이 -43.88%로 저조함; 순이익률이 -8.76%로 개선 필요; 부채비율이 19.27%로 안정적임; PER이 -12.86로 저평가 가능성; PBR이 0.42로 저평가 가능성,0,0,20,20
신화인터텍,056700,1964,57221318724,39.38028169014085,0.32336297493936944,100.63626723223753,17.8817,0.6105,40,보통,매출 성장률이 39.38%로 우수함; 순이익률이 0.32%로 개선 필요; 부채비율이 100.64%로 높음; PER이 17.88로 고평가 가능성; PBR이 0.61로 적정 수준,20,0,0,20
CNT85,056730,778,57658502708,33.46613545816733,-1.9402985074626864,25.87904360056259,-38.439,0.8022,50,보통,매출 성장률이 33.47%로 우수함; 순이익률이 -1.94%로 개선 필요; 부채비율이 25.88%로 높음; PER이 -38.44로 저평가 가능성; PBR이 0.80로 적정 수준,20,0,0,30
YBM넷,057030,3505,57176002985,-3.6363636363636362,5.4888507718696395,55.047619047619044,19.0587,1.1097,20,주의 필요,매출 성장률이 -3.64%로 저조함; 순이익률이 5.49%로 개선 필요; 부채비율이 55.05%로 높음; PER이 19.06로 고평가 가능성; PBR이 1.11로 적정 수준,0,0,0,20
현대홈쇼핑,057050,55800,669600000000,86.65536449503512,4.520565719475801,34.926345978360054,7.5832,0.1762,50,보통,매출 성장률이 86.66%로 우수함; 순이익률이 4.52%로 개선 필요; 부채비율이 34.93%로 높음; PER이 7.58로 적정 수준; PBR이 0.18로 저평가 가능성,20,0,0,30
옴니시스템,057540,944,56120191120,19.36542669584245,6.14115490375802,20.454545454545457,15.1676,0.52,30,주의 필요,매출 성장률이 19.37%로 양호함; 순이익률이 6.14%로 개선 필요; 부채비율이 20.45%로 높음; PER이 15.17로 고평가 가능성; PBR이 0.52로 적정 수준,10,0,0,20
티사이언티픽,057680,1264,90058105264,60.447761194029844,5.348837209302325,17.24137931034483,-7.2628,0.6502,70,좋음,매출 성장률이 60.45%로 우수함; 순이익률이 5.35%로 개선 필요; 부채비율이 17.24%로 안정적임; PER이 -7.26로 저평가 가능성; PBR이 0.65로 적정 수준,20,0,20,30
푸른소나무,057880,8790,216061434720,85.0,-208.10810810810813,329.6296296296296,-33.7596,39.827,30,주의 필요,매출 성장률이 85.00%로 우수함; 순이익률이 -208.11%로 개선 필요; 부채비율이 329.63%로 높음; PER이 -33.76로 저평가 가능성; PBR이 39.83로 고평가 가능성,20,0,0,10
멕아이씨에스,058110,2115,33946870950,-14.285714285714285,-90.35087719298247,51.399491094147585,-3.5734,0.8131,30,주의 필요,매출 성장률이 -14.29%로 저조함; 순이익률이 -90.35%로 개선 필요; 부채비율이 51.40%로 높음; PER이 -3.57로 저평가 가능성; PBR이 0.81로 적정 수준,0,0,0,30
KNN,058400,756,100116868320,4.236006051437216,11.756168359941945,7.21415607985481,13.0022,0.4575,60,좋음,매출 성장률이 4.24%로 저조함; 순이익률이 11.76%로 양호함; 부채비율이 7.21%로 안정적임; PER이 13.00로 적정 수준; PBR이 0.46로 저평가 가능성,0,10,20,30
포스코스틸리온,058430,43500,261000000000,4.436771687526974,2.917596495578147,44.510770827926294,7.1117,0.6897,40,보통,매출 성장률이 4.44%로 저조함; 순이익률이 2.92%로 개선 필요; 부채비율이 44.51%로 높음; PER이 7.11로 적정 수준; PBR이 0.69로 적정 수준,0,0,0,40
한주에이알티,058450,1040,15385365840,36.19047619047619,-69.93006993006993,82.84313725490196,-1.3987,0.7181,50,보통,매출 성장률이 36.19%로 우수함; 순이익률이 -69.93%로 개선 필요; 부채비율이 82.84%로 높음; PER이 -1.40로 저평가 가능성; PBR이 0.72로 적정 수준,20,0,0,30
리노공업,058470,47350,3608631097500,8.841940532081377,40.72609633357297,5.5894635399935755,29.6032,6.0703,40,보통,매출 성장률이 8.84%로 저조함; 순이익률이 40.73%로 우수함; 부채비율이 5.59%로 안정적임; PER이 29.60로 고평가 가능성; PBR이 6.07로 고평가 가능성,0,20,20,0
엠게임,058630,6570,128403271890,2.2058823529411766,18.82494004796163,19.790828640386163,7.1335,1.0531,70,좋음,매출 성장률이 2.21%로 저조함; 순이익률이 18.82%로 양호함; 부채비율이 19.79%로 안정적임; PER이 7.13로 적정 수준; PBR이 1.05로 적정 수준,0,10,20,40
세아홀딩스,058650,127100,508400000000,-6.268693918245265,0.5684084563222976,93.8192438335291,16.0379,0.1619,10,주의 필요,매출 성장률이 -6.27%로 저조함; 순이익률이 0.57%로 개선 필요; 부채비율이 93.82%로 높음; PER이 16.04로 고평가 가능성; PBR이 0.16로 저평가 가능성,0,0,0,10
다스코,058730,2975,55920899475,-17.48214758000529,-1.153846153846154,118.57335127860027,-34.9506,0.3794,20,주의 필요,매출 성장률이 -17.48%로 저조함; 순이익률이 -1.15%로 개선 필요; 부채비율이 118.57%로 높음; PER이 -34.95로 저평가 가능성; PBR이 0.38로 저평가 가능성,0,0,0,20
CMG제약,058820,1990,292969435780,5.537806176783812,2.7245206861755804,60.10554089709762,-266.3359,1.5176,30,주의 필요,매출 성장률이 5.54%로 저조함; 순이익률이 2.72%로 개선 필요; 부채비율이 60.11%로 높음; PER이 -266.34로 저평가 가능성; PBR이 1.52로 적정 수준,0,0,0,30
KTcs,058850,2665,113755525000,8.296310604597256,0.606438954784625,114.39132577624444,19.613,0.5708,20,주의 필요,매출 성장률이 8.30%로 저조함; 순이익률이 0.61%로 개선 필요; 부채비율이 114.39%로 높음; PER이 19.61로 고평가 가능성; PBR이 0.57로 적정 수준,0,0,0,20
KTis,058860,2775,96575550000,1.8381112984822934,1.9705249213445937,125.80490148966842,7.4289,0.4646,30,주의 필요,매출 성장률이 1.84%로 저조함; 순이익률이 1.97%로 개선 필요; 부채비율이 125.80%로 높음; PER이 7.43로 적정 수준; PBR이 0.46로 저평가 가능성,0,0,0,30
엠로,058970,48850,603152806300,25.79113924050633,23.39622641509434,15.056179775280897,31.7449,8.1178,60,좋음,매출 성장률이 25.79%로 우수함; 순이익률이 23.40%로 우수함; 부채비율이 15.06%로 안정적임; PER이 31.74로 고평가 가능성; PBR이 8.12로 고평가 가능성,20,20,20,0
미코,059090,14240,475854918720,41.603353418915376,14.153561517113783,161.37387387387386,5.3952,1.0051,70,좋음,매출 성장률이 41.60%로 우수함; 순이익률이 14.15%로 양호함; 부채비율이 161.37%로 높음; PER이 5.40로 적정 수준; PBR이 1.01로 적정 수준,20,10,0,40
아이컴포넌트,059100,5120,36202803200,35.8974358974359,8.89487870619946,47.837150127226465,9.2828,0.9452,60,좋음,매출 성장률이 35.90%로 우수함; 순이익률이 8.89%로 개선 필요; 부채비율이 47.84%로 높음; PER이 9.28로 적정 수준; PBR이 0.95로 적정 수준,20,0,0,40
아진엑스텍,059120,6480,63170902080,1.2048192771084338,-11.11111111111111,12.158808933002481,-15.4075,1.5342,50,보통,매출 성장률이 1.20%로 저조함; 순이익률이 -11.11%로 개선 필요; 부채비율이 12.16%로 안정적임; PER이 -15.41로 저평가 가능성; PBR이 1.53로 적정 수준,0,0,20,30
메타바이오메드,059210,5920,162860851680,13.116726835138387,23.72340425531915,84.49531737773152,7.3361,1.7853,70,좋음,매출 성장률이 13.12%로 양호함; 순이익률이 23.72%로 우수함; 부채비율이 84.50%로 높음; PER이 7.34로 적정 수준; PBR이 1.79로 적정 수준,10,20,0,40
해성에어로보틱스,059270,5280,58823418720,8.75912408759124,-3.3557046979865772,7.088607594936709,-98.039,1.4873,50,보통,매출 성장률이 8.76%로 저조함; 순이익률이 -3.36%로 개선 필요; 부채비율이 7.09%로 안정적임; PER이 -98.04로 저평가 가능성; PBR이 1.49로 적정 수준,0,0,20,30
인선이엔티,060150,5250,244458963000,-5.475113122171946,-9.047391096218286,53.65778053316801,-10.447,0.7287,30,주의 필요,매출 성장률이 -5.48%로 저조함; 순이익률이 -9.05%로 개선 필요; 부채비율이 53.66%로 높음; PER이 -10.45로 저평가 가능성; PBR이 0.73로 적정 수준,0,0,0,30
소니드,060230,449,33117913577,-1.2121212121212122,-160.1226993865031,178.4466019417476,-0.4488,0.361,20,주의 필요,매출 성장률이 -1.21%로 저조함; 순이익률이 -160.12%로 개선 필요; 부채비율이 178.45%로 높음; PER이 -0.45로 저평가 가능성; PBR이 0.36로 저평가 가능성,0,0,0,20
스타코링크,060240,1976,6385281968,31.73076923076923,-186.86131386861314,286.15384615384613,-0.2419,0.4029,40,보통,매출 성장률이 31.73%로 우수함; 순이익률이 -186.86%로 개선 필요; 부채비율이 286.15%로 높음; PER이 -0.24로 저평가 가능성; PBR이 0.40로 저평가 가능성,20,0,0,20
NHN KCP,060250,16840,676304689240,13.713991769547325,4.098434814077626,115.04524886877827,15.9131,2.6574,10,주의 필요,매출 성장률이 13.71%로 양호함; 순이익률이 4.10%로 개선 필요; 부채비율이 115.05%로 높음; PER이 15.91로 고평가 가능성; PBR이 2.66로 고평가 가능성,10,0,0,0
뉴보텍,060260,1510,20403133590,-11.247443762781186,2.995391705069124,144.28571428571428,29.1473,1.049,20,주의 필요,매출 성장률이 -11.25%로 저조함; 순이익률이 3.00%로 개선 필요; 부채비율이 144.29%로 높음; PER이 29.15로 고평가 가능성; PBR이 1.05로 적정 수준,0,0,0,20
큐렉소,060280,8580,352552114200,-23.868312757201647,-15.855855855855856,9.850107066381156,,,20,주의 필요,매출 성장률이 -23.87%로 저조함; 순이익률이 -15.86%로 개선 필요; 부채비율이 9.85%로 안정적임; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,0,0,20,0
3S,060310,1984,105269135360,-33.48623853211009,-34.48275862068966,51.11111111111111,-10.5269,1.9485,30,주의 필요,매출 성장률이 -33.49%로 저조함; 순이익률이 -34.48%로 개선 필요; 부채비율이 51.11%로 높음; PER이 -10.53로 저평가 가능성; PBR이 1.95로 적정 수준,0,0,0,30
LS마린솔루션,060370,26850,877158729900,84.03954802259888,10.130468150422104,22.14217098943324,,,30,주의 필요,매출 성장률이 84.04%로 우수함; 순이익률이 10.13%로 양호함; 부채비율이 22.14%로 높음; PER이 nan로 고평가 가능성; PBR이 nan로 고평가 가능성,20,10,0,0
동양에스텍,060380,1427,28111900000,-9.263657957244655,1.5706806282722512,49.75083056478405,8.5188,0.2357,30,주의 필요,매출 성장률이 -9.26%로 저조함; 순이익률이 1.57%로 개선 필요; 부채비율이 49.75%로 높음; PER이 8.52로 적정 수준; PBR이 0.24로 저평가 가능성,0,0,0,30
국일신동,060480,1826,20250340000,60.204081632653065,-10.828025477707007,11.82033096926714,-6.7501,0.4639,60,좋음,매출 성장률이 60.20%로 우수함; 순이익률이 -10.83%로 개선 필요; 부채비율이 11.82%로 안정적임; PER이 -6.75로 저평가 가능성; PBR이 0.46로 저평가 가능성,20,0,20,20
에스에이티,060540,1362,35593562772,1.9053876478318004,1.3539651837524178,57.93499043977055,-88.9839,0.3482,20,주의 필요,매출 성장률이 1.91%로 저조함; 순이익률이 1.35%로 개선 필요; 부채비율이 57.93%로 높음; PER이 -88.98로 저평가 가능성; PBR이 0.35로 저평가 가능성,0,0,0,20
HC홈센타,060560,786,100348246650,-13.684210526315791,1.5718157181571817,102.91181364392679,28.6709,0.4233,10,주의 필요,매출 성장률이 -13.68%로 저조함; 순이익률이 1.57%로 개선 필요; 부채비율이 102.91%로 높음; PER이 28.67로 고평가 가능성; PBR이 0.42로 저평가 가능성,0,0,0,10
드림어스컴퍼니,060570,1870,138569941510,-1.703056768558952,-7.907596623722791,68.57532379004772,-11.9457,0.892,30,주의 필요,매출 성장률이 -1.70%로 저조함; 순이익률이 -7.91%로 개선 필요; 부채비율이 68.58%로 높음; PER이 -11.95로 저평가 가능성; PBR이 0.89로 적정 수준,0,0,0,30
씨티씨바이오,060590,6290,152098615800,4.713560551124003,-3.6011080332409975,120.83333333333333,-34.5679,2.1536,10,주의 필요,매출 성장률이 4.71%로 저조함; 순이익률이 -3.60%로 개선 필요; 부채비율이 120.83%로 높음; PER이 -34.57로 저평가 가능성; PBR이 2.15로 고평가 가능성,0,0,0,10
KH바텍,060720,12250,290048664500,-14.466446644664465,6.848874598070739,47.5609756097561,12.6659,1.1244,40,보통,매출 성장률이 -14.47%로 저조함; 순이익률이 6.85%로 개선 필요; 부채비율이 47.56%로 높음; PER이 12.67로 적정 수준; PBR이 1.12로 적정 수준,0,0,0,40
영림원소프트랩,060850,6200,50412200000,12.792792792792792,5.271565495207668,42.79749478079332,12.9262,1.0841,50,보통,매출 성장률이 12.79%로 양호함; 순이익률이 5.27%로 개선 필요; 부채비율이 42.80%로 높음; PER이 12.93로 적정 수준; PBR이 1.08로 적정 수준,10,0,0,40
DGP,060900,1096,28631935784,-35.16483516483517,-114.40677966101696,51.9607843137255,-2.2025,0.653,30,주의 필요,매출 성장률이 -35.16%로 저조함; 순이익률이 -114.41%로 개선 필요; 부채비율이 51.96%로 높음; PER이 -2.20로 저평가 가능성; PBR이 0.65로 적정 수준,0,0,0,30
